threshold,75,nonmax_suppression,1,neighbourhood,2
u,v
294.0,1055.0
302.0,1047.0
666.0,1007.0
1470.0,872.0
401.0,675.0
384.0,667.0
436.0,664.0
449.0,599.0
396.0,591.0
639.0,402.0
