threshold,150,nonmax_suppression,1,neighbourhood,2
u,v
216.0,328.0
211.0,310.0
548.0,307.0
338.0,273.0
126.0,255.0
342.0,198.0
382.0,193.0
388.0,184.0
357.0,182.0
371.0,180.0
361.0,173.0
313.0,171.0
369.0,169.0
370.0,163.0
326.0,159.0
366.0,154.0
375.0,154.0
328.0,153.0
331.0,144.0
358.0,140.0
483.0,108.0
379.0,94.0
223.0,91.0
351.0,79.0
